,customer_id,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,full_name,age
3253,3254,F,8,2001-05-22,Human Resources Assistant I,Financial Services,Mass Customer,N,No,1.0,Lissy-Paliser,21
3255,3256,F,76,1986-02-06,Professor,Financial Services,Affluent Customer,N,No,6.0,Collen-Kew,36
3257,3258,F,77,1978-12-10,Sales Representative,Retail,Mass Customer,N,Yes,18.0,Hettie-Godden,44
3259,3260,F,6,1979-05-30,Research Associate,Telecommunications,High Net Worth,N,No,11.0,Kelsy-Rao,43
3261,3262,M,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,No,12.0,Maynord-L'Episcopi,63
3262,3263,F,37,1981-08-21,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,5.0,Quentin-Forte,41
3264,3265,M,64,1967-06-02,Clinical Specialist,Health,High Net Worth,N,No,11.0,Isaak-Higounet,55
3267,3268,F,93,1986-05-31,General Manager,Manufacturing,Mass Customer,N,No,20.0,Estelle-Sam,36
3269,3270,M,47,1957-04-12,Administrative Officer,Financial Services,Mass Customer,N,Yes,5.0,Tracey-Redsull,65
3270,3271,F,21,1986-04-18,Chief Design Engineer,Property,High Net Worth,N,Yes,16.0,Daisi-Philip,36
3272,3273,F,72,1978-05-17,General Manager,Entertainment,Mass Customer,N,No,11.0,Darline-Alpes,44
3274,3275,F,24,1975-10-22,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,No,6.0,Lela-Carrell,47
3277,3278,M,66,1982-06-22,VP Product Management,Financial Services,Affluent Customer,N,No,9.0,Marcel-Eddolls,40
3278,3279,M,55,1959-02-18,Staff Scientist,Financial Services,Mass Customer,N,No,14.0,Morgun-Razoux,63
3279,3280,F,49,1987-05-02,General Manager,Financial Services,Mass Customer,N,Yes,21.0,Micki-McNamara,35
3281,3282,F,8,1959-04-24,Clinical Specialist,Health,High Net Worth,N,No,13.0,Helga-Nuzzi,63
3282,3283,F,46,1979-01-15,Administrative Officer,Property,Mass Customer,N,Yes,6.0,Rowe-Barbary,43
3283,3284,F,98,1991-08-28,Chief Design Engineer,Retail,Affluent Customer,N,No,2.0,Jorrie-Cerman,31
3284,3285,M,51,1986-12-30,Recruiter,Health,Affluent Customer,N,Yes,9.0,Mendie-Teresi,36
3285,3286,M,23,1961-06-02,Assistant Media Planner,Entertainment,Mass Customer,N,No,20.0,Kent-Hatter,61
3288,3289,M,43,1978-01-04,Assistant Manager,Property,Mass Customer,N,No,12.0,Frederico-Spearman,44
3290,3291,F,33,1956-01-21,Staff Accountant II,Manufacturing,Mass Customer,N,No,13.0,Cindy-Eakin,66
3291,3292,M,71,1973-04-09,Web Designer I,Retail,Affluent Customer,N,Yes,3.0,Hamlen-Slograve,49
3293,3294,F,90,1986-06-26,Director of Sales,Manufacturing,Affluent Customer,N,No,6.0,Juditha-Leidl,36
3294,3295,M,14,1964-05-26,Human Resources Assistant III,Retail,High Net Worth,N,Yes,9.0,Cleavland-Karchowski,58
3295,3296,F,78,1974-11-11,Quality Engineer,Financial Services,Affluent Customer,N,Yes,17.0,Leontyne-Jackett,48
3296,3297,M,39,1975-04-26,Product Engineer,Manufacturing,Mass Customer,N,No,13.0,Addy-Moukes,47
3298,3299,F,27,1980-04-10,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,12.0,Sybille-Ballsdon,42
3299,3300,M,47,1961-05-22,Executive Secretary,Retail,Mass Customer,N,No,14.0,Quintus-Gouldthorpe,61
3301,3302,M,17,1956-10-30,Compensation Analyst,Financial Services,Affluent Customer,N,No,19.0,Faulkner-McKiernan,66
3302,3303,M,51,1967-02-02,Structural Engineer,Telecommunications,Affluent Customer,N,Yes,11.0,Ced-Cuell,55
3304,3305,M,25,1977-02-16,Senior Developer,Health,Mass Customer,N,Yes,11.0,Neddy-La Grange,45
3305,3306,M,50,1991-05-17,Compensation Analyst,Financial Services,Mass Customer,N,No,7.0,Iggy-Whorton,31
3306,3307,F,96,1978-09-02,Analyst Programmer,Health,High Net Worth,N,No,14.0,Portia-Thirlwall,44
3307,3308,F,5,1979-05-20,Cost Accountant,Financial Services,Mass Customer,N,Yes,14.0,Daffi-Idale,43
3309,3310,F,83,1961-10-29,VP Marketing,Property,Affluent Customer,N,Yes,12.0,Bethany-Jarrell,61
3310,3311,F,57,1979-12-21,Civil Engineer,Manufacturing,Mass Customer,N,Yes,8.0,Clary-Bennitt,43
3314,3315,F,77,1994-09-08,Account Executive,Property,Mass Customer,N,Yes,5.0,Ninnette-Pandey,28
3316,3317,M,35,1970-07-08,Actuary,Financial Services,Mass Customer,N,Yes,11.0,Ric-Kondrachenko,52
3319,3320,F,16,1994-06-02,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,6.0,Anabella-Mealham,28
3322,3323,M,99,1973-03-01,Account Representative I,Health,High Net Worth,N,No,8.0,Cortie-Hamshar,49
3323,3324,M,32,1973-07-11,Research Nurse,Health,Mass Customer,N,Yes,10.0,Sholom-nan,49
3324,3325,M,80,1996-10-08,Database Administrator IV,Manufacturing,High Net Worth,N,No,1.0,Sylas-nan,26
3325,3326,M,83,1975-04-13,Nurse,Manufacturing,High Net Worth,N,Yes,22.0,Wes-Crotch,47
3326,3327,M,84,1973-02-02,Teacher,Manufacturing,Mass Customer,N,No,15.0,Roma-Le Gallo,49
3327,3328,F,58,1961-08-06,Food Chemist,Health,Mass Customer,N,No,6.0,Arabella-Delgaty,61
3330,3331,F,18,1971-09-20,Technical Writer,Financial Services,Mass Customer,N,No,8.0,Claire-Trahar,51
3331,3332,F,43,1998-09-24,Account Representative III,Health,Mass Customer,N,No,3.0,Cissy-Jeffress,24
3332,3333,F,30,1979-05-08,Software Test Engineer II,Property,Mass Customer,N,Yes,17.0,Celinda-Asher,43
3333,3334,F,63,1965-05-22,VP Product Management,Health,Mass Customer,N,Yes,12.0,Koralle-Winckles,57
3334,3335,M,47,1979-12-15,Editor,Health,Mass Customer,N,No,16.0,Damian-Dutt,43
3335,3336,M,47,1979-01-10,Research Assistant IV,Manufacturing,Mass Customer,N,Yes,8.0,Konstantine-Terne,43
3338,3339,M,76,1986-05-08,Programmer Analyst III,Health,Mass Customer,N,No,21.0,Andrea-Rand,36
3340,3341,F,19,1980-08-05,Help Desk Technician,Retail,Affluent Customer,N,Yes,6.0,Vitia-Crum,42
3345,3346,F,61,1991-09-11,Software Consultant,Financial Services,High Net Worth,N,No,3.0,Nadya-Callaghan,31
3346,3347,M,99,1985-11-08,Computer Systems Analyst II,Entertainment,High Net Worth,N,Yes,18.0,Nichols-nan,37
3347,3348,F,93,1956-11-08,Pharmacist,Health,High Net Worth,N,Yes,6.0,Amanda-Hazeltine,66
3348,3349,M,11,1981-01-22,Director of Sales,Argiculture,Affluent Customer,N,No,9.0,Byram-Lamberts,41
3349,3350,M,53,1975-05-29,Analog Circuit Design manager,Manufacturing,Affluent Customer,N,No,6.0,Tam-Prestner,47
3351,3352,M,14,1994-12-28,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,1.0,Fredek-Lobley,28
3354,3355,F,50,1990-02-19,Staff Accountant I,Manufacturing,Mass Customer,N,No,3.0,Cherin-Thireau,32
3355,3356,M,47,1959-03-23,Safety Technician II,Financial Services,Mass Customer,N,Yes,6.0,Dill-Bampford,63
3356,3357,M,25,1999-02-01,Design Engineer,Manufacturing,Affluent Customer,N,No,4.0,Georgie-Henze,23
3357,3358,M,30,1973-09-17,Engineer I,Manufacturing,Affluent Customer,N,Yes,11.0,Fairlie-McGavin,49
3359,3360,F,77,1963-03-23,Quality Engineer,Health,Affluent Customer,N,No,5.0,Joelie-Sherlaw,59
3360,3361,F,68,1968-01-20,General Manager,Property,Mass Customer,N,Yes,9.0,Riva-Yushin,54
3361,3362,M,60,1971-06-24,VP Accounting,Financial Services,Affluent Customer,N,No,13.0,Piotr-Saladin,51
3362,3363,M,25,2000-03-08,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,3.0,Orson-Tythacott,22
3363,3364,M,77,1993-08-19,Engineer IV,Manufacturing,Mass Customer,N,Yes,3.0,Trueman-nan,29
3365,3366,M,98,1975-02-26,Technical Writer,Manufacturing,Mass Customer,N,Yes,14.0,Rickey-Gregolotti,47
3366,3367,F,75,2000-12-05,Librarian,Entertainment,Mass Customer,N,Yes,1.0,Melisse-Massei,22
3367,3368,F,7,1967-07-17,Technical Writer,Financial Services,Affluent Customer,N,No,16.0,Tanya-Boddis,55
3370,3371,F,56,1977-10-30,Analyst Programmer,Retail,Mass Customer,N,No,17.0,Josey-Alves,45
3372,3373,F,19,1991-01-25,Research Associate,Health,Mass Customer,N,No,5.0,Inna-Atack,31
3373,3374,F,77,1959-11-17,Sales Associate,Manufacturing,Mass Customer,N,Yes,12.0,Joann-Corrigan,63
3374,3375,M,37,1993-03-21,Accounting Assistant I,Financial Services,High Net Worth,N,Yes,6.0,Thorsten-Gregon,29
3378,3379,F,51,1999-04-30,Food Chemist,Health,Mass Customer,N,Yes,2.0,Elysee-Spurr,23
3379,3380,M,41,1955-01-09,Speech Pathologist,Manufacturing,High Net Worth,N,Yes,14.0,Abe-Ealam,67
3382,3383,M,47,1982-04-05,Financial Analyst,Financial Services,Affluent Customer,N,Yes,10.0,Dane-Swansbury,40
3384,3385,F,23,1975-02-10,Systems Administrator III,Argiculture,Mass Customer,N,No,9.0,Ronda-nan,47
3385,3386,M,24,1999-07-28,Structural Engineer,IT,High Net Worth,N,Yes,2.0,Cliff-Nolin,23
3386,3387,F,19,1976-07-05,General Manager,Manufacturing,Affluent Customer,N,Yes,15.0,Shel-Duke,46
3387,3388,M,81,1986-10-25,VP Marketing,Retail,Mass Customer,N,No,7.0,Urbanus-Pichan,36
3391,3392,M,41,1976-12-12,Tax Accountant,Financial Services,Mass Customer,N,No,10.0,Brock-Ride,46
3392,3393,F,23,1954-02-21,Technical Writer,Retail,Mass Customer,N,Yes,7.0,Henrietta-Olexa,68
3393,3394,M,39,1974-06-26,Environmental Specialist,Health,Mass Customer,N,No,22.0,Barde-Spoward,48
3395,3396,M,18,1960-06-28,Research Assistant I,Manufacturing,Mass Customer,N,Yes,9.0,Arin-Nappin,62
3396,3397,F,70,1985-08-19,Product Engineer,IT,Mass Customer,N,No,11.0,Melisande-nan,37
3398,3399,M,95,1996-05-10,VP Accounting,Financial Services,Mass Customer,N,No,2.0,Hillyer-Biddulph,26
3399,3400,F,46,1987-06-25,Sales Associate,Financial Services,Mass Customer,N,Yes,18.0,Brenna-Childes,35
3400,3401,F,92,1993-07-28,Tax Accountant,Telecommunications,Mass Customer,N,Yes,4.0,Cristie-nan,29
3401,3402,F,73,1985-05-04,Statistician II,Retail,Mass Customer,N,No,10.0,Krystyna-Scadden,37
3402,3403,F,27,1994-05-14,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,2.0,Jessalyn-Zoellner,28
3403,3404,F,2,1973-08-01,GIS Technical Architect,Property,Affluent Customer,N,No,22.0,Thomasine-McCloch,49
3404,3405,F,89,1996-08-18,Project Manager,Financial Services,Mass Customer,N,Yes,3.0,Gavra-Robez,26
3405,3406,F,35,1979-04-28,Business Systems Development Analyst,IT,Mass Customer,N,Yes,10.0,Lucy-Lackmann,43
3406,3407,M,53,1961-10-08,Cost Accountant,Financial Services,High Net Worth,N,Yes,19.0,Marven-Ditts,61
3407,3408,F,10,1972-07-11,Tax Accountant,Manufacturing,Mass Customer,N,No,18.0,Becka-Bysaker,50
3408,3409,F,75,1977-04-29,Desktop Support Technician,Argiculture,Mass Customer,N,No,16.0,Abbey-Nellen,45
3412,3413,F,93,1997-10-15,VP Accounting,Financial Services,Mass Customer,N,No,3.0,Zulema-Cristofolo,25
3414,3415,M,43,1963-01-17,Quality Engineer,Property,High Net Worth,N,Yes,11.0,Alberik-Kelsey,59
3416,3417,F,91,1973-02-18,Social Worker,Health,Mass Customer,N,No,7.0,Deedee-Coxall,49
3417,3418,F,18,1959-12-31,Systems Administrator IV,Health,High Net Worth,N,No,19.0,Felipa-Paddingdon,63
3419,3420,M,96,1980-09-10,Financial Advisor,Financial Services,Mass Customer,N,Yes,19.0,Norby-Elion,42
3420,3421,F,60,1962-12-17,Computer Systems Analyst II,Health,Affluent Customer,N,Yes,18.0,Ronalda-McGeechan,60
3421,3422,F,38,1978-05-06,Professor,Manufacturing,Mass Customer,N,No,5.0,Lucine-Virgin,44
3422,3423,F,57,1999-12-27,Registered Nurse,Health,Affluent Customer,N,No,1.0,Griselda-Bezants,23
3423,3424,F,39,1977-02-28,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,11.0,Vale-Whittuck,45
3424,3425,M,32,1986-04-05,GIS Technical Architect,Manufacturing,Mass Customer,N,Yes,12.0,Alister-De la Yglesia,36
3425,3426,M,40,1959-04-18,Assistant Media Planner,Entertainment,Mass Customer,N,No,17.0,Ron-Dilon,63
3426,3427,M,67,1981-05-19,Help Desk Operator,Financial Services,Mass Customer,N,Yes,17.0,Mace-Edington,41
3427,3428,F,77,1974-08-07,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,16.0,Leonora-Iglesia,48
3429,3430,M,77,1964-02-29,Research Nurse,Health,Affluent Customer,N,Yes,9.0,Augustus-Pickin,58
3430,3431,M,97,1996-08-10,Community Outreach Specialist,Property,Affluent Customer,N,No,5.0,York-Calbreath,26
3431,3432,F,99,1988-11-27,Junior Executive,Argiculture,Mass Customer,N,Yes,2.0,Max-Cloney,34
3432,3433,F,10,1998-04-28,Computer Systems Analyst II,Property,Mass Customer,N,No,2.0,Karissa-Cabral,24
3433,3434,F,20,1973-12-05,Account Coordinator,Health,Mass Customer,N,No,16.0,Stesha-Miners,49
3436,3437,M,79,1963-10-20,VP Marketing,Retail,High Net Worth,N,No,12.0,Penny-Wellington,59
3437,3438,M,11,1996-02-16,Project Manager,Manufacturing,Mass Customer,N,No,2.0,Gaylor-Carbry,26
3439,3440,F,18,1958-05-15,Senior Sales Associate,Manufacturing,Mass Customer,N,No,5.0,Retha-Kahane,64
3440,3441,F,44,1988-10-16,Legal Assistant,Manufacturing,High Net Worth,N,Yes,20.0,Janelle-Ebbage,34
3441,3442,F,17,1962-05-22,Research Associate,Retail,Mass Customer,N,Yes,14.0,Adrianne-Petrecz,60
3443,3444,F,75,1977-12-25,Nurse Practicioner,Manufacturing,Affluent Customer,N,No,7.0,Kara-lynn-Bims,45
3444,3445,M,62,1966-06-23,Database Administrator I,Financial Services,Affluent Customer,N,Yes,11.0,Craggy-nan,56
3445,3446,M,8,1967-01-30,Structural Engineer,Manufacturing,Mass Customer,N,No,14.0,Gard-Tidy,55
3447,3448,M,26,1977-02-16,Software Consultant,Financial Services,High Net Worth,N,No,9.0,Roderich-Mixer,45
3448,3449,F,52,1974-09-26,VP Quality Control,Argiculture,High Net Worth,N,Yes,3.0,Ilyssa-Hannabuss,48
3449,3450,F,85,1993-09-16,Safety Technician III,Retail,Mass Customer,N,No,6.0,Brooke-Durman,29
3451,3452,F,22,1964-09-04,Marketing Manager,Retail,Mass Customer,N,No,13.0,Maura-Estevez,58
3452,3453,F,57,1989-03-12,Product Engineer,Retail,Affluent Customer,N,No,14.0,Jammie-McEvon,33
3457,3458,M,35,1977-12-01,Web Developer III,Manufacturing,High Net Worth,N,Yes,19.0,Alejandro-Shakelade,45
3459,3460,M,22,1999-10-10,Actuary,Financial Services,Mass Customer,N,No,2.0,Reinhold-Barthrup,23
3460,3461,M,28,1962-11-30,Environmental Specialist,Manufacturing,Affluent Customer,N,Yes,17.0,Nigel-Izard,60
3461,3462,F,96,1957-03-03,Registered Nurse,Health,High Net Worth,N,No,17.0,Jehanna-Sparhawk,65
3462,3463,M,7,1984-06-15,Compensation Analyst,Financial Services,Affluent Customer,N,No,2.0,Fletch-Durrett,38
3463,3464,F,38,1982-06-09,Staff Accountant III,Financial Services,Mass Customer,N,Yes,4.0,Etheline-Gerretsen,40
3464,3465,F,71,1978-02-01,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,7.0,Hadria-Pizer,44
3465,3466,M,65,1979-09-28,Marketing Assistant,IT,Mass Customer,N,No,18.0,Victor-Zaple,43
3466,3467,M,31,1980-05-20,VP Quality Control,IT,Mass Customer,N,No,21.0,Killy-Spaducci,42
3468,3469,F,90,1987-08-24,Nurse Practicioner,Health,Mass Customer,N,Yes,5.0,Arabele-Lantoph,35
3469,3470,F,56,1967-10-01,Recruiting Manager,Health,Affluent Customer,N,Yes,6.0,Catherina-Ricca,55
3470,3471,F,95,1953-09-05,Quality Engineer,IT,High Net Worth,N,Yes,8.0,Brita-Afonso,69
3471,3472,M,10,1977-06-27,VP Marketing,Retail,Affluent Customer,N,Yes,18.0,Dionysus-McCarlie,45
3473,3474,M,93,1979-11-06,Assistant Manager,Manufacturing,Mass Customer,N,No,14.0,Justinian-Crowhurst,43
3474,3475,F,12,1985-08-31,Director of Sales,Retail,Affluent Customer,N,No,3.0,Correna-Goldsberry,37
3476,3477,F,90,1996-01-24,Senior Developer,Financial Services,Affluent Customer,N,Yes,7.0,Jaquelin-Leek,26
3477,3478,M,54,1986-08-08,Quality Control Specialist,Health,Mass Customer,N,No,17.0,Hartwell-Schach,36
3480,3481,M,37,1997-10-12,Systems Administrator IV,Manufacturing,High Net Worth,N,No,4.0,Haley-Dessent,25
3481,3482,F,71,2000-05-18,Clinical Specialist,Health,Affluent Customer,N,Yes,2.0,Roch-Rilston,22
3482,3483,M,19,1956-10-02,Senior Sales Associate,Health,High Net Worth,N,Yes,15.0,Emlyn-Burnel,66
3483,3484,F,10,1976-10-24,Information Systems Manager,Financial Services,High Net Worth,N,Yes,20.0,Hedi-Mowday,46
3484,3485,F,11,1981-05-21,Account Representative II,Financial Services,High Net Worth,N,Yes,9.0,Berthe-Ludwell,41
3485,3486,M,67,1956-07-25,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,18.0,Reece-Crewther,66
3486,3487,F,4,1977-12-15,Analyst Programmer,Health,High Net Worth,N,No,18.0,Amalee-Sanderson,45
3487,3488,M,63,1975-08-07,Speech Pathologist,Manufacturing,Mass Customer,N,Yes,9.0,Cristobal-Whitrod,47
3488,3489,F,90,1969-10-30,Help Desk Operator,Argiculture,Mass Customer,N,Yes,9.0,Margo-Fletcher,53
3489,3490,M,45,1980-06-21,VP Product Management,Financial Services,High Net Worth,N,No,14.0,Taylor-Dutchburn,42
3490,3491,F,69,1976-04-03,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,10.0,Leanna-Cromb,46
3491,3492,M,83,1966-01-27,Civil Engineer,Manufacturing,Mass Customer,N,No,19.0,Urbanus-Redding,56
3492,3493,M,30,1964-02-29,Research Assistant I,Health,High Net Worth,N,No,18.0,Jeffie-Eakly,58
3493,3494,M,72,1998-12-24,Account Representative IV,Argiculture,High Net Worth,N,No,1.0,Robers-Richen,24
3494,3495,F,57,1987-07-12,Programmer III,Financial Services,High Net Worth,N,No,8.0,Constantine-Frissell,35
3495,3496,M,99,1986-04-25,Editor,Manufacturing,Mass Customer,N,Yes,19.0,Danya-Burnyeat,36
3496,3497,F,73,1986-05-03,Administrative Assistant IV,Manufacturing,Affluent Customer,N,Yes,18.0,Thia-O'Day,36
3500,3501,F,63,1970-01-19,Operator,Telecommunications,Mass Customer,N,Yes,18.0,Kayla-Alentyev,52
3501,3502,M,5,1997-10-16,Senior Sales Associate,Retail,High Net Worth,N,Yes,3.0,Wilfrid-Cleaves,25
3502,3503,F,53,1979-03-12,Financial Advisor,Financial Services,Affluent Customer,N,Yes,10.0,Tootsie-Rafter,43
3503,3504,F,39,1963-07-06,Business Systems Development Analyst,Manufacturing,Mass Customer,N,Yes,6.0,Keriann-Perdue,59
3505,3506,F,19,1975-06-18,Web Designer I,Financial Services,Mass Customer,N,No,15.0,Mercy-Donisi,47
3506,3507,M,70,1955-03-03,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,5.0,Christoph-Greatreax,67
3507,3508,M,89,1986-08-09,Pharmacist,Health,Mass Customer,N,No,5.0,Malvin-Marre,36
3508,3509,F,85,1978-11-22,Pharmacist,Health,Mass Customer,N,Yes,15.0,Janine-Hesey,44
3510,3511,M,23,1966-12-31,Food Chemist,Health,Affluent Customer,N,No,10.0,Willem-Spraging,56
3511,3512,M,68,1994-03-24,VP Accounting,Financial Services,Mass Customer,N,Yes,8.0,Vladimir-Abramowsky,28
3514,3515,F,11,1975-01-14,Staff Scientist,Telecommunications,High Net Worth,N,Yes,18.0,Leelah-Pynner,47
3517,3518,F,45,1980-06-18,Biostatistician I,IT,Mass Customer,N,Yes,8.0,Magdaia-Beardwell,42
3518,3519,M,16,1978-05-21,Software Consultant,Manufacturing,Mass Customer,N,Yes,11.0,Aldus-Kenningley,44
3519,3520,M,41,1963-08-17,Research Nurse,Health,Mass Customer,N,Yes,16.0,Travis-Kaszper,59
3521,3522,F,73,1989-08-21,Cost Accountant,Financial Services,High Net Worth,N,Yes,11.0,Lorri-Byrth,33
3523,3524,M,38,1973-12-30,Design Engineer,Financial Services,Mass Customer,N,Yes,18.0,Waiter-Piscopello,49
3525,3526,M,84,1978-09-19,General Manager,Telecommunications,High Net Worth,N,Yes,13.0,Pail-Iacopini,44
3526,3527,F,77,1978-12-02,Senior Cost Accountant,Financial Services,High Net Worth,N,No,18.0,Kiley-Scotson,44
3527,3528,M,69,1964-04-06,Internal Auditor,Manufacturing,Mass Customer,N,Yes,7.0,Eliot-Scammell,58
3528,3529,F,37,1960-11-23,Structural Analysis Engineer,IT,High Net Worth,N,Yes,16.0,Austine-Kinny,62
3530,3531,F,4,1969-01-27,Marketing Manager,Retail,Affluent Customer,N,Yes,11.0,Shannah-Pountain,53
3531,3532,F,27,1990-07-24,Media Manager I,Health,High Net Worth,N,Yes,7.0,May-Birch,32
3533,3534,F,92,1975-05-15,Associate Professor,Manufacturing,Affluent Customer,N,Yes,3.0,Kacie-Stanbrooke,47
3534,3535,F,8,1994-09-15,Technical Writer,Manufacturing,High Net Worth,N,No,6.0,Bren-Dabbes,28
3535,3536,M,46,1967-12-24,Professor,Retail,Affluent Customer,N,No,18.0,Laurence-Aulsford,55
3536,3537,M,1,1997-01-15,Graphic Designer,Financial Services,Mass Customer,N,No,4.0,Sholom-Pavlasek,25
3537,3538,M,19,1977-11-14,Marketing Manager,Health,Mass Customer,N,No,8.0,Kerby-Nassie,45
3541,3542,F,23,1975-03-11,Financial Analyst,Financial Services,Mass Customer,N,No,10.0,Perl-Suddaby,47
3542,3543,F,15,1986-12-25,Food Chemist,Health,High Net Worth,N,Yes,21.0,Shanie-Zahor,36
3545,3546,F,91,1983-09-29,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,9.0,Hally-Pollie,39
3546,3547,M,19,1975-05-06,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,8.0,Ganny-Dwerryhouse,47
3548,3549,F,0,1966-02-24,Sales Representative,Retail,Mass Customer,N,No,7.0,Jodee-Macewan,56
3549,3550,F,50,1988-11-27,Environmental Tech,Retail,Mass Customer,N,Yes,16.0,Daisey-Britto,34
3550,3551,M,37,1962-05-10,Pharmacist,Health,Mass Customer,N,Yes,8.0,Zed-Douris,60
3551,3552,M,33,1992-09-07,Internal Auditor,Retail,Affluent Customer,N,Yes,9.0,Ebeneser-Lowde,30
3552,3553,M,97,1974-12-29,Graphic Designer,Health,Mass Customer,N,No,10.0,Dietrich-Geggie,48
3553,3554,M,34,1978-04-06,GIS Technical Architect,IT,Mass Customer,N,Yes,16.0,Briggs-Mower,44
3554,3555,F,96,1976-02-26,Programmer Analyst II,Manufacturing,Mass Customer,N,No,21.0,Latashia-nan,46
3555,3556,F,38,1997-07-05,Senior Developer,Manufacturing,High Net Worth,N,No,3.0,Larina-Gheeorghie,25
3558,3559,F,80,1985-02-19,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,17.0,Farra-Bails,37
3559,3560,M,98,1980-09-01,Structural Analysis Engineer,Retail,Mass Customer,N,Yes,7.0,Gav-Bonin,42
3560,3561,F,15,1968-11-16,Help Desk Operator,Financial Services,Mass Customer,N,Yes,5.0,Emelda-Allbones,54
3565,3566,M,96,1976-11-02,Social Worker,Health,Affluent Customer,N,Yes,10.0,Bram-Pheasant,46
3566,3567,F,17,1980-09-14,Nurse,Financial Services,Affluent Customer,N,Yes,14.0,Eileen-Ilchenko,42
3567,3568,F,13,1955-09-15,Nurse,Retail,Affluent Customer,N,No,5.0,Berthe-Griniov,67
3570,3571,F,9,1976-06-09,Senior Sales Associate,Property,Mass Customer,N,Yes,3.0,Othilia-Metcalf,46
3571,3572,M,54,1986-03-21,Sales Representative,Retail,Affluent Customer,N,Yes,2.0,Willis-Tilston,36
